SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
77UP33,Uttar Pradesh State,SG,100,100,100,7.7,27-OCT-2023,,25-OCT-2033,,,,,IN3320230110
77UP34,Uttar Pradesh State,SG,100,100,100,7.7,13-OCT-2023,,11-OCT-2034,,,,,IN3320230086
77UP35,Uttar Pradesh State,SG,100,100,100,7.7,24-NOV-2023,,22-NOV-2035,,,,,IN3320230185
780AP33,Andhra Pradesh State,SG,100,100,100,7.8,27-JUL-2020,,31-MAR-2033,,,,,IN1020190584
780BFL27,Bharat Forge Limited,N0,100000,100000,1,7.8,26-MAR-2024,,20-MAR-2027,,,,,INE465A08038
780HFL27,Hero FinCorp Limited,N0,100000,100000,1,7.8,08-DEC-2025,,02-JUN-2027,,,,,INE957N07856
780HR30,Haryana State,SG,100,100,100,7.8,27-JUL-2020,,24-MAR-2030,,,,,IN1620190208
780KA30,Karnataka State,SG,100,100,100,7.8,27-JUL-2020,,08-APR-2030,,,,,IN1920200012
780SICC29,SMFG India Credit Company Limited,N0,100000,100000,1,7.8,18-DEC-2024,,16-DEC-2029,,,,,INE535H07CN8
780TOPL31,Torrent Pharmaceuticals Limited,N0,100000,100129.04,1,7.8,22-JAN-2026,,17-JAN-2031,,,,,INE685A07173
781GA32,Goa State,SG,100,100,100,7.81,03-JUN-2022,,01-JUN-2032,,,,,IN1420220015
781GJ32,Gujarat State,SG,100,100,100,7.81,14-OCT-2022,,12-OCT-2032,,,,,IN1520220113
781HR32,Haryana State,SG,100,100,100,7.81,03-JUN-2022,,01-JUN-2032,,,,,IN1620220088
781HR32A,Haryana State,SG,100,100,100,7.81,15-JUL-2022,,13-JUL-2032,,,,,IN1620220138
781HR32B,Haryana State,SG,100,100,100,7.81,29-JUL-2022,,27-JUL-2032,,,,,IN1620220153
781HR32C,Haryana State,SG,100,100,100,7.81,31-OCT-2022,,27-OCT-2032,,,,,IN1620220252
781KL44,Kerala State,SG,100,100,100,7.81,31-OCT-2022,,27-OCT-2044,,,,,IN2020220082
781MZ37,Mizoram State,SG,100,100,100,7.81,08-DEC-2023,,06-DEC-2037,,,,,IN2520230078
781RJ32,Rajasthan State,SG,100,100,100,7.81,29-JUL-2022,,27-JUL-2032,,,,,IN2920220091
781RJ47,Rajasthan State,SG,100,100,100,7.81,01-JUL-2022,,29-JUN-2047,,,,,IN2920220075
781TCHE27,Tata Chemicals Limited,N0,100000,100000,1,7.81,22-AUG-2024,,20-AUG-2027,,,,,INE092A08071
781TN52,Tamilnadu State,SG,100,100,100,7.81,01-JUL-2022,,29-JUN-2052,,,,,IN3120220055
781UP32,Uttar Pradesh State,SG,100,100,100,7.81,07-OCT-2022,,04-OCT-2032,,,,,IN3320220038
781UP34,Uttar Pradesh State,SG,100,100,100,7.81,21-OCT-2022,,19-OCT-2034,,,,,IN3320220046
781UP34A,Uttar Pradesh State,SG,100,100,100,7.81,03-APR-2023,,29-MAR-2034,,,,,IN3320220194
78241ABH29,ADITYA BIRLA HOUSING FINANCE LIMITED,N0,100000,100000,1,7.82,08-NOV-2024,,06-AUG-2029,,,,,INE831R07508
782AP35,Andhra Pradesh State,SG,100,100,100,7.82,07-OCT-2022,,04-OCT-2035,,,,,IN1020220530
782AP42,Andhra Pradesh State,SG,100,100,100,7.82,05-AUG-2022,,03-AUG-2042,,,,,IN1020220381
782AS32,Assam State,SG,100,100,100,7.82,08-JUL-2022,,06-JUL-2032,,,,,IN1220220041
782AS32A,Assam State,SG,100,100,100,7.82,04-NOV-2022,,02-NOV-2032,,,,,IN1220220132
782GJ32,Gujarat State,SG,100,100,100,7.82,01-JUL-2022,,29-JUN-2032,,,,,IN1520220030
782HP32,Himachal Pradesh State,SG,100,100,100,7.82,08-JUL-2022,,06-JUL-2032,,,,,IN1720220020
782JK42,Jammu & Kashmir State,SG,100,100,100,7.82,01-SEP-2025,,28-AUG-2042,,,,,IN4920250110
782MN32,Manipur State,SG,100,100,100,7.82,03-JUN-2022,,01-JUN-2032,,,,,IN2320220022
782NL32,Nagaland State,SG,100,100,100,7.82,29-JUL-2022,,27-JUL-2032,,,,,IN2620220029
782NL32A,Nagaland State,SG,100,100,100,7.82,11-NOV-2022,,09-NOV-2032,,,,,IN2620220045
782PN42,Punjab State,SG,100,100,100,7.82,05-AUG-2022,,03-AUG-2042,,,,,IN2820220068
782RJ32,Rajasthan State,SG,100,100,100,7.82,04-NOV-2022,,02-NOV-2032,,,,,IN2920220216
782RJ44,Rajasthan State,SG,100,100,100,7.82,05-AUG-2022,,03-AUG-2044,,,,,IN2920220133
782SK32,Sikkim State,SG,100,100,100,7.82,29-JUL-2022,,27-JUL-2032,,,,,IN3020220015
782SK32A,Sikkim State,SG,100,100,100,7.82,11-NOV-2022,,09-NOV-2032,,,,,IN3020220049
782TN32,Tamilnadu State,SG,100,100,100,7.82,31-OCT-2022,,27-OCT-2032,,,,,IN3120220188
782WB32,West Bengal State,SG,100,100,100,7.82,08-JUL-2022,,06-JUL-2032,,,,,IN3420220045
7835LIC27,LIC Housing Finance Limited,N1,100000,100000,1,7.84,06-MAR-2024,,11-MAY-2027,,,,,INE115A07QO2
783AS32,Assam State,SG,100,100,100,7.83,22-JUL-2022,,20-JUL-2032,,,,,IN1220220058
783BR32,Bihar State,SG,100,100,100,7.83,11-NOV-2022,,09-NOV-2032,,,,,IN1320220115
783CIFCL28,Cholamandalam Investment and Finance Company Limited,N0,100000,100000,1,7.83,01-FEB-2026,,28-JUN-2028,,,,,INE121A07SR9
783GA32,Goa State,SG,100,100,100,7.83,31-OCT-2022,,27-OCT-2032,,,,,IN1420220064
783HR32,Haryana State,SG,100,100,100,7.83,14-OCT-2022,,12-OCT-2032,,,,,IN1620220237
783KL39,Kerala State,SG,100,100,100,7.83,03-APR-2023,,29-MAR-2039,,,,,IN2020220181
783MH30,Maharashtra State,SG,100,100,100,7.83,27-JUL-2020,,08-APR-2030,,,,,IN2220200017
783MN32,Manipur State,SG,100,100,100,7.83,22-JUL-2022,,20-JUL-2032,,,,,IN2320220030
783PN42,Punjab State,SG,100,100,100,7.83,04-NOV-2022,,02-NOV-2042,,,,,IN2820220126
783RJ32,Rajasthan State,SG,100,100,100,7.83,24-JUN-2022,,22-JUN-2032,,,,,IN2920220042
783RJ50,Rajasthan State,SG,100,100,100,7.83,03-APR-2023,,29-MAR-2050,,,,,IN2920220364
783TN42,Tamilnadu State,SG,100,100,100,7.83,31-OCT-2022,,27-OCT-2042,,,,,IN3120220196
783TS35,Telangana State,SG,100,100,100,7.83,07-OCT-2022,,04-OCT-2035,,,,,IN4520220208
783TS36,Telangana State,SG,100,100,100,7.83,07-OCT-2022,,04-OCT-2036,,,,,IN4520220216
783WB32,West Bengal State,SG,100,100,100,7.83,03-JUN-2022,,01-JUN-2032,,,,,IN3420220029
784AS32,Assam State,SG,100,100,100,7.84,31-OCT-2022,,27-OCT-2032,,,,,IN1220220124
784HP37,Himachal Pradesh State,SG,100,100,100,7.84,11-NOV-2022,,09-NOV-2037,,,,,IN1720220137
784RJ32,Rajasthan State,SG,100,100,100,7.84,31-OCT-2022,,27-OCT-2032,,,,,IN2920220190
784RJ41,Rajasthan State,SG,100,100,100,7.84,03-APR-2023,,29-MAR-2041,,,,,IN2920220356
784TN52,Tamilnadu State,SG,100,100,100,7.84,24-JUN-2022,,22-JUN-2052,,,,,IN3120220048
784TS34,Telangana State,SG,100,100,100,7.84,07-OCT-2022,,04-OCT-2034,,,,,IN4520220190
784TS36,Telangana State,SG,100,100,100,7.84,05-AUG-2022,,03-AUG-2036,,,,,IN4520220109
784TS39,Telangana State,SG,100,100,100,7.84,04-NOV-2022,,02-NOV-2039,,,,,IN4520220232
784TS40,Telangana State,SG,100,100,100,7.84,04-NOV-2022,,02-NOV-2040,,,,,IN4520220240
78537ABH30,ADITYA BIRLA HOUSING FINANCE LIMITED,N0,100000,100000,1,7.85,22-JAN-2025,,17-JAN-2030,,,,,INE831R07532
785ABHFL28,ADITYA BIRLA HOUSING FINANCE LIMITED,N0,100000,100000,1,7.85,16-DEC-2024,,10-MAR-2028,,,,,INE831R07516
785AP37,Andhra Pradesh State,SG,100,100,100,7.85,24-JUN-2022,,22-JUN-2037,,,,,IN1020220225
785AP40,Andhra Pradesh State,SG,100,100,100,7.85,14-OCT-2022,,12-OCT-2040,,,,,IN1020220555
785AS32,Assam State,SG,100,100,100,7.85,01-JUL-2022,,29-JUN-2032,,,,,IN1220220033
785AS32A,Assam State,SG,100,100,100,7.85,14-OCT-2022,,12-OCT-2032,,,,,IN1220220116
785BR32,Bihar State,SG,100,100,100,7.85,14-OCT-2022,,12-OCT-2032,,,,,IN1320220081
785BR32A,Bihar State,SG,100,100,100,7.85,31-OCT-2022,,27-OCT-2032,,,,,IN1320220107
785HP36,Himachal Pradesh State,SG,100,100,100,7.85,11-NOV-2022,,09-NOV-2036,,,,,IN1720220129
785IIFL27,IIFL Samasta Finance Limited,N0,100000,100000,1,7.85,04-SEP-2024,,30-AUG-2027,,,,,INE413U07343
785KL34,Kerala State,SG,100,100,100,7.85,03-JUN-2022,,01-JUN-2034,,,,,IN2020220017
785KL35,Kerala State,SG,100,100,100,7.85,05-AUG-2022,,03-AUG-2035,,,,,IN2020220025
785MFL29,Muthoot Finance Limited,N0,100000,100000,1,7.85,02-DEC-2025,,22-FEB-2029,,,,,INE414G07JU8
785MP32,Madhya Pradesh State,SG,100,100,100,7.85,01-JUL-2022,,29-JUN-2032,,,,,IN2120220016
785PN32,Punjab State,SG,100,100,100,7.85,22-JUL-2022,,20-JUL-2032,,,,,IN2820220050
785PN42,Punjab State,SG,100,100,100,7.85,14-OCT-2022,,12-OCT-2042,,,,,IN2820220118
785RJ37,Rajasthan State,SG,100,100,100,7.85,24-JUN-2022,,22-JUN-2037,,,,,IN2920220059
785RJ39,Rajasthan State,SG,100,100,100,7.85,24-JUN-2022,,22-JUN-2039,,,,,IN2920220067
785SK32,Sikkim State,SG,100,100,100,7.85,14-OCT-2022,,12-OCT-2032,,,,,IN3020220031
785TRPEL34,Tata Power Renewable Energy Limited,N0,100000,100000,1,7.85,23-SEP-2024,,19-SEP-2034,,,,,INE607M08105
785UK30,Uttarakhand State,SG,100,100,100,7.85,27-JUL-2020,,08-APR-2030,,,,,IN3620200011
785UK32,Uttarakhand State,SG,100,100,100,7.85,14-OCT-2022,,12-OCT-2032,,,,,IN3620220019
785WB42,West Bengal State,SG,100,100,100,7.85,03-APR-2023,,29-MAR-2042,,,,,IN3420220318
78618ABH28,ADITYA BIRLA HOUSING FINANCE LIMITED,N0,100000,100457.35,1,7.86,09-APR-2025,,07-SEP-2028,,,,,INE831R07573
7865LICH26,LIC Housing Finance Limited,N0,100000,100000,1,7.87,18-JUL-2024,,20-AUG-2026,,,,,INE115A07QT1
786ABHFL28,ADITYA BIRLA HOUSING FINANCE LIMITED,N0,100000,100000,1,7.86,13-FEB-2025,,08-JUN-2028,,,,,INE831R07540
786AP33,Andhra Pradesh State,SG,100,100,100,7.86,04-NOV-2022,,02-NOV-2033,,,,,IN1020220571
786AS32,Assam State,SG,100,100,100,7.86,24-JUN-2022,,22-JUN-2032,,,,,IN1220220017
786HR32,Haryana State,SG,100,100,100,7.86,01-JUL-2022,,29-JUN-2032,,,,,IN1620220112
786JH34,Jharkhand State,SG,100,100,100,7.86,11-NOV-2022,,09-NOV-2034,,,,,IN3720220018
786MH30,Maharashtra State,SG,100,100,100,7.86,10-JUN-2022,,08-JUN-2030,,,,,IN2220220080
786MZ32,Mizoram State,SG,100,100,100,7.86,24-JUN-2022,,22-JUN-2032,,,,,IN2520220020
786TCHFL29,Tata Capital Housing Finance Limited,N0,100000,100083,1,7.86,25-SEP-2024,,21-SEP-2029,,,,,INE033L07IJ1
7875NIIF30,NIIF Infrastructure Finance Limited,N0,100000,100005.63,1,7.88,29-OCT-2024,,28-NOV-2030,,,,,INE246R07756
787HP34,Himachal Pradesh State,SG,100,100,100,7.87,11-NOV-2022,,09-NOV-2034,,,,,IN1720220103
787HP35,Himachal Pradesh State,SG,100,100,100,7.87,11-NOV-2022,,09-NOV-2035,,,,,IN1720220111
787LDL29,Lodha Developers Limited,N0,100000,100000,1,7.87,18-SEP-2025,,15-SEP-2029,,,,,INE670K07315
787LIC29,LIC Housing Finance Limited,N3,100000,100000,1,7.87,16-MAY-2024,,14-MAY-2029,,,,,INE115A07QQ7
787MZ36,Mizoram State,SG,100,100,100,7.87,11-NOV-2022,,09-NOV-2036,,,,,IN2520220079
787RJ40,Rajasthan State,SG,100,100,100,7.87,31-OCT-2022,,27-OCT-2040,,,,,IN2920220208
787SDIL30,Summit Digitel Infrastructure Limited,N0,100000,100000,1,7.87,08-AUG-2024,,15-MAR-2030,,,,,INE507T07146
787TN33,Tamilnadu State,SG,100,100,100,7.87,15-JUL-2022,,13-JUL-2033,,,,,IN3120220071
788GA30,Goa State,SG,100,100,100,7.88,27-JUL-2020,,08-APR-2030,,,,,IN1420200017
788MFL28,Muthoot Finance Limited,N0,100000,100006.15,1,7.88,23-OCT-2025,,22-NOV-2028,,,,,INE414G07JS2
788MP33,Madhya Pradesh State,SG,100,100,100,7.88,31-OCT-2022,,27-OCT-2033,,,,,IN2120220032
788NL32,Nagaland State,SG,100,100,100,7.88,24-JUN-2022,,22-JUN-2032,,,,,IN2620220011
788RJ32,Rajasthan State,SG,100,100,100,7.88,27-JUL-2020,,31-MAR-2032,,,,,IN2920190484
789GIL30,Godrej Industries Limited,N0,100000,100000,1,7.89,24-SEP-2025,,20-DEC-2030,,,,,INE233A08188
789GIL31,Godrej Industries Limited,N0,100000,100000,1,7.89,24-SEP-2025,,21-MAR-2031,,,,,INE233A08196
789HP37,Himachal Pradesh State,SG,100,100,100,7.89,05-AUG-2022,,03-AUG-2037,,,,,IN1720220053
789MH32,Maharashtra State,SG,100,100,100,7.89,10-JUN-2022,,08-JUN-2032,,,,,IN2220220098
789SDIL29,Summit Digitel Infrastructure Limited,N1,100000,100000,1,7.89,06-MAY-2024,,01-MAY-2029,,,,,INE507T07138
789TS34,Telangana State,SG,100,100,100,7.89,15-JUL-2022,,13-JUL-2034,,,,,IN4520220083
789TS36,Telangana State,SG,100,100,100,7.89,31-OCT-2022,,27-OCT-2036,,,,,IN4520220224
789WB37,West Bengal State,SG,100,100,100,7.89,05-AUG-2022,,03-AUG-2037,,,,,IN3420220094
789WB40,West Bengal State,SG,100,100,100,7.89,03-APR-2023,,29-MAR-2040,,,,,IN3420220300
78ABCL33,Aditya Birla Capital Limited,N1,1000,1000,1,7.8,11-APR-2025,,09-OCT-2033,,,,,INE860H07IP2
78AP31,Andhra Pradesh State,SG,100,100,100,7.8,03-JUN-2022,,01-JUN-2031,,,,,IN1020220142
78AP31A,Andhra Pradesh State,SG,100,100,100,7.8,24-JUN-2022,,22-JUN-2031,,,,,IN1020220217
78GJ32,Gujarat State,SG,100,100,100,7.8,03-JUN-2022,,01-JUN-2032,,,,,IN1520220022
78GJ32A,Gujarat State,SG,100,100,100,7.8,22-JUL-2022,,20-JUL-2032,,,,,IN1520220055
78JK35,Jammu & Kashmir State,SG,100,100,100,7.8,03-APR-2023,,29-MAR-2035,,,,,IN4920220139
78KL45,Kerala State,SG,100,100,100,7.8,04-NOV-2022,,02-NOV-2045,,,,,IN2020220090
78ML31,Meghalaya State,SG,100,100,100,7.8,03-JUN-2022,,01-JUN-2031,,,,,IN2420220013
78NABARD27,National Bank for Agriculture and Rural Development,N0,100000,100000,1,7.8,09-JAN-2024,,15-MAR-2027,,,,,INE261F08EF5
78TN32,Tamilnadu State,SG,100,100,100,7.8,03-JUN-2022,,01-JUN-2032,,,,,IN3120220014
78TN32A,Tamilnadu State,SG,100,100,100,7.8,29-JUL-2022,,27-JUL-2032,,,,,IN3120220097
78TN42,Tamilnadu State,SG,100,100,100,7.8,11-NOV-2022,,09-NOV-2042,,,,,IN3120220204
790ABHFL27,ADITYA BIRLA HOUSING FINANCE LIMITED,N0,100000,100000,1,7.9,13-FEB-2025,,08-JUN-2027,,,,,INE831R07557
790ABHFL28,ADITYA BIRLA HOUSING FINANCE LIMITED,N0,100000,100000,1,7.9,13-MAR-2025,,11-AUG-2028,,,,,INE831R07565
790CANF30,Can Fin Homes Limited,N0,100000,100000,1,7.9,04-FEB-2025,,30-JAN-2030,,,,,INE477A07407
790IHFL27,IIFL Home Finance Limited,N0,100000,100000,1,7.9,02-DEC-2025,,28-MAY-2027,,,,,INE477L07BL1
790LTFL34,L&T Finance Limited,N0,100000,100000,1,7.9,19-DEC-2024,,08-SEP-2034,,,,,INE498L07095
790RJ26,Rajasthan State,SG,100,100,100,7.9,27-JUL-2020,,08-APR-2026,,,,,IN2920200028
790TIL28,Torrent Investments Limited,N0,100000,100000,1,7.9,21-AUG-2025,,19-AUG-2028,,,,,INE939L08013
79123SHF26,SUNDARAM HOME FINANCE LIMITED,N0,100000,100000,1,7.91,30-AUG-2024,,27-NOV-2026,,,,,INE667F07IU5
791ABCL34,Aditya Birla Capital Limited,N7,100000,100000,1,7.91,11-APR-2025,,09-OCT-2034,,,,,INE860H07JB0
791KL30,Kerala State,SG,100,100,100,7.91,27-JUL-2020,,08-APR-2030,,,,,IN2020200019
791TS43,Telangana State,SG,100,100,100,7.91,08-JUL-2022,,06-JUL-2043,,,,,IN4520220059
791UP37,Uttar Pradesh State,SG,100,100,100,7.91,31-OCT-2022,,27-OCT-2037,,,,,IN3320220053
792AP41,Andhra Pradesh State,SG,100,100,100,7.92,15-JUL-2022,,13-JUL-2041,,,,,IN1020220324
792AP42,Andhra Pradesh State,SG,100,100,100,7.92,01-JUL-2022,,29-JUN-2042,,,,,IN1020220282
792AP42A,Andhra Pradesh State,SG,100,100,100,7.92,08-JUL-2022,,06-JUL-2042,,,,,IN1020220308
792LIC27,LIC Housing Finance Limited,N5,100000,100000,1,7.93,19-JUN-2024,,14-JUL-2027,,,,,INE115A07QS3
792TCHF34,Tata Capital Housing Finance Limited,N0,100000,100000,1,7.92,10-JUL-2024,,07-JUL-2034,,,,,INE033L07II3
792TCHFL34,Tata Capital Housing Finance Limited,NF,100000,100000,1,7.92,27-MAR-2024,,22-MAR-2034,,,,,INE033L07IG7
792TS45,Telangana State,SG,100,100,100,7.92,08-JUL-2022,,06-JUL-2045,,,,,IN4520220075
793AP33,Andhra Pradesh State,SG,100,100,100,7.93,01-JUL-2022,,29-JUN-2033,,,,,IN1020220233
793KA31,Karnataka State,SG,100,100,100,7.93,27-JUL-2020,,08-APR-2031,,,,,IN1920200020
793NIIF30,NIIF Infrastructure Finance Limited,N0,100000,100000,1,7.93,05-DEC-2024,,05-DEC-2030,,,,,INE246R07764
793NIIF32,NIIF Infrastructure Finance Limited,N0,100000,100000,1,7.93,21-MAR-2025,,20-MAY-2032,,,,,INE246R07780
793RJ45,Rajasthan State,SG,100,100,100,7.93,12-AUG-2022,,10-AUG-2045,,,,,IN2920220158
793THDC34,THDC INDIA LIMITED,N0,100000,100000,1,7.93,18-JAN-2024,,16-JAN-2034,,,,,INE812V08037
793TN42,Tamilnadu State,SG,100,100,100,7.93,12-AUG-2022,,10-AUG-2042,,,,,IN3120220121
793TPRE29,Tata Power Renewable Energy Limited,N0,100000,100000,1,7.93,01-JUL-2024,,26-JUN-2029,,,,,INE607M08097
793TPRE34,Tata Power Renewable Energy Limited,N0,100000,100000,1,7.93,01-JUL-2024,,26-JUN-2034,,,,,INE607M08089
793TS34,Telangana State,SG,100,100,100,7.93,01-JUL-2022,,29-JUN-2034,,,,,IN4520220026
793TS35,Telangana State,SG,100,100,100,7.93,01-JUL-2022,,29-JUN-2035,,,,,IN4520220034
793UP30,Uttar Pradesh State,SG,100,100,100,7.93,27-JUL-2020,,24-MAR-2030,,,,,IN3320190272
793WB37,West Bengal State,SG,100,100,100,7.93,31-OCT-2022,,27-OCT-2037,,,,,IN3420220151
79413ABC28,Aditya Birla Capital Limited,N8,100000,100000,1,7.94,11-APR-2025,,07-OCT-2028,,,,,INE860H07JC8
794AP34,Andhra Pradesh State,SG,100,100,100,7.94,01-JUL-2022,,29-JUN-2034,,,,,IN1020220241
794HR34,Haryana State,SG,100,100,100,7.94,01-JUL-2022,,29-JUN-2034,,,,,IN1620220120
794PN42,Punjab State,SG,100,100,100,7.94,15-JUL-2022,,13-JUL-2042,,,,,IN2820220043
794TN32,Tamilnadu State,SG,100,100,100,7.94,17-JUN-2022,,15-JUN-2032,,,,,IN3120220030
794TS36,Telangana State,SG,100,100,100,7.94,01-JUL-2022,,29-JUN-2036,,,,,IN4520220042
795AMLIL35,Axis Max Life Insurance Limited,N0,100000,100050,1,7.95,26-SEP-2025,,24-SEP-2035,,,,,INE511N08032
795AP38,Andhra Pradesh State,SG,100,100,100,7.95,01-JUL-2022,,29-JUN-2038,,,,,IN1020220258
795AP39,Andhra Pradesh State,SG,100,100,100,7.95,01-JUL-2022,,29-JUN-2039,,,,,IN1020220266
795AP40,Andhra Pradesh State,SG,100,100,100,7.95,01-JUL-2022,,29-JUN-2040,,,,,IN1020220274
795AP40A,Andhra Pradesh State,SG,100,100,100,7.95,08-JUL-2022,,06-JUL-2040,,,,,IN1020220290
795HR32,Haryana State,SG,100,100,100,7.95,17-JUN-2022,,15-JUN-2032,,,,,IN1620220104
795HR37,Haryana State,SG,100,100,100,7.95,12-AUG-2022,,10-AUG-2037,,,,,IN1620220187
795IGT31,IndiGrid Infrastructure Trust,NI,1000,1000,1,7.95,10-MAY-2021,,06-MAY-2031,,,,,INE219X07256
795JK30,Jammu & Kashmir State,SG,100,100,100,7.95,27-JUL-2020,,26-MAR-2030,,,,,IN1820190172
795NIIF36,NIIF Infrastructure Finance Limited,N2,100000,100000,1,7.95,19-MAR-2024,,14-MAR-2036,,,,,INE246R07723
795SHFL34,SUNDARAM HOME FINANCE LIMITED,N2,100000,100000,1,7.95,23-APR-2024,,28-MAR-2034,,,,,INE667F07IR1
795TS35,Telangana State,SG,100,100,100,7.95,22-JUL-2022,,20-JUL-2035,,,,,IN4520220091
795TS37,Telangana State,SG,100,100,100,7.95,12-AUG-2022,,10-AUG-2037,,,,,IN4520220117
795WB39,West Bengal State,SG,100,100,100,7.95,31-OCT-2022,,27-OCT-2039,,,,,IN3420220169
796AP40,Andhra Pradesh State,SG,100,100,100,7.96,12-AUG-2022,,10-AUG-2040,,,,,IN1020220415
796TIL29,Torrent Investments Limited,N0,100000,100000,1,7.96,21-AUG-2025,,19-AUG-2029,,,,,INE939L08021
796WB37,West Bengal State,SG,100,100,100,7.96,01-JUL-2022,,29-JUN-2037,,,,,IN3420220037
79742SIC30,SMFG India Credit Company Limited,N0,100000,100000,1,7.97,05-FEB-2025,,03-FEB-2030,,,,,INE535H07CO6
797ABCL28,Aditya Birla Capital Limited,N9,100000,100000,1,7.97,11-APR-2025,,13-JUL-2028,,,,,INE860H07IO5
797AP36,Andhra Pradesh State,SG,100,100,100,7.97,12-AUG-2022,,10-AUG-2036,,,,,IN1020220407
797AP39,Andhra Pradesh State,SG,100,100,100,7.97,15-JUL-2022,,13-JUL-2039,,,,,IN1020220316
797HR42,Haryana State,SG,100,100,100,7.97,29-JUL-2022,,27-JUL-2042,,,,,IN1620220161
797IGT31,IndiGrid Infrastructure Trust,NL,1000,1000,1,7.97,10-MAY-2021,,06-MAY-2031,,,,,INE219X07280
797PN38,Punjab State,SG,100,100,100,7.97,03-APR-2023,,29-MAR-2038,,,,,IN2820220233
797RJ42,Rajasthan State,SG,100,100,100,7.97,29-JUL-2022,,27-JUL-2042,,,,,IN2920220117
797SFL30,Sundaram Finance Limited,N0,100000,100000,1,7.97,04-MAR-2024,,28-FEB-2030,,,,,INE660A07RR8
797WB42,West Bengal State,SG,100,100,100,7.97,29-JUL-2022,,27-JUL-2042,,,,,IN3420220086
798AP31,Andhra Pradesh State,SG,100,100,100,7.98,27-JUL-2020,,08-APR-2031,,,,,IN1020200011
798RJ42,Rajasthan State,SG,100,100,100,7.98,22-JUL-2022,,20-JUL-2042,,,,,IN2920220083
798SHFL26,SUNDARAM HOME FINANCE LIMITED,N0,100000,100000,1,7.98,07-AUG-2024,,04-SEP-2026,,,,,INE667F07IT7
799GSGL28,Godrej Seeds & Genetics Limited,N0,100000,100000,1,7.99,30-SEP-2025,,26-DEC-2028,,,,,INE316Z08055
799GSGL29,Godrej Seeds & Genetics Limited,N0,100000,100000,1,7.99,30-SEP-2025,,26-MAR-2029,,,,,INE316Z08063
799HFL27,Hero FinCorp Limited,N0,100000,100000,1,7.99,08-AUG-2025,,06-AUG-2027,,,,,INE957N07849
799LTFH27,L&T Finance Limited,N0,100000,100000,1,7.99,10-SEP-2024,,25-MAR-2027,,,,,INE498L07053
799LTFL30,L&T Finance Limited,N0,100000,100000,1,7.8,18-FEB-2025,,29-MAR-2030,,,,,INE498L07111
799NIIF29,NIIF Infrastructure Finance Limited,N0,100000,100060,1,7.99,24-SEP-2024,,29-NOV-2029,,,,,INE246R07749
799NIIF37,NIIF Infrastructure Finance Limited,N0,100000,100000,1,7.99,05-MAR-2025,,28-FEB-2037,,,,,INE246R07772
799RCFL27,Rashtriya Chemicals and Fertilizers Limited,N0,100000,100000,1,7.99,09-AUG-2024,,07-AUG-2027,,,,,INE027A08028
799TCL29,Tata Capital Limited,NE,100000,100000,1,7.99,15-FEB-2024,,13-FEB-2029,,,,,INE976I07CS1
799TCL34,Tata Capital Limited,ND,100000,100000,1,7.99,12-FEB-2024,,08-FEB-2034,,,,,INE306N07NN9
799TFSIL27,Toyota Financial Services India Limited,N0,100000,100000,1,7.99,24-DEC-2024,,17-DEC-2027,,,,,INE692Q07530
799TN42,Tamilnadu State,SG,100,100,100,7.99,10-JUN-2022,,08-JUN-2042,,,,,IN3120220022
799TS30,Telangana State,SG,100,100,100,7.99,27-JUL-2020,,24-MAR-2030,,,,,IN4520190179
799TS35,Telangana State,SG,100,100,100,7.99,27-JUL-2020,,24-MAR-2035,,,,,IN4520190187
799WB35,West Bengal State,SG,100,100,100,7.99,27-JUL-2020,,24-MAR-2035,,,,,IN3420190248
79ABCL28,Aditya Birla Capital Limited,NA,100000,100000,1,7.9,11-APR-2025,,08-JUN-2028,,,,,INE860H07IM9
79AP33,Andhra Pradesh State,SG,100,100,100,7.9,03-JUN-2022,,01-JUN-2033,,,,,IN1020220159
79AP34,Andhra Pradesh State,SG,100,100,100,7.9,03-JUN-2022,,01-JUN-2034,,,,,IN1020220167
79HR34,Haryana State,SG,100,100,100,7.9,15-JUL-2022,,13-JUL-2034,,,,,IN1620220146
79IGT28,IndiGrid Infrastructure Trust,NF,1000,1000,1,7.9,10-MAY-2021,,06-MAY-2028,,,,,INE219X07223
79NHIT35,National Highways Infra Trust,N1,300,300,1,7.9,28-OCT-2022,,25-OCT-2035,,,,,INE0H7R07017
79NHIT40,National Highways Infra Trust,N2,300,300,1,7.9,28-OCT-2022,,14-NOV-2040,,,,,INE0H7R07025
79NHIT47,National Highways Infra Trust,N3,400,400,1,7.9,28-OCT-2022,,25-OCT-2047,,,,,INE0H7R07033
79RJ42,Rajasthan State,SG,100,100,100,7.9,03-JUN-2022,,01-JUN-2042,,,,,IN2920220034
79SHFL27,SUNDARAM HOME FINANCE LIMITED,N0,100000,100000,1,7.9,30-SEP-2024,,24-SEP-2027,,,,,INE667F07IV3
79TS44,Telangana State,SG,100,100,100,7.9,08-JUL-2022,,06-JUL-2044,,,,,IN4520220067
7EHLS346,Emerald Haven Life Spaces 3 Private Limited,N0,100000,100000,1,7,21-JAN-2026,,19-JAN-2046,,,,,INE0TV208079
